-44150000	44150000	0	-39737500	0	43391667	300
44150000	44150000	0	39737500	0	43391667	300
-44150000	-44150000	0	-39737500	0	43391667	300
-44150000	44150000	0	0	39737500	43391667	300
-44150000	-44150000	0	0	-39737500	43391667	300
44150000	44150000	0	0	39737500	43391667	300
44150000	-44150000	0	39737500	0	43391667	300
44150000	-44150000	0	0	-39737500	43391667	300
-44150000	-44150000	0	-39737500	-39737500	43391667	100
44150000	-44150000	0	39737500	-39737500	43391667	100
44150000	44150000	0	39737500	39737500	43391667	101
-44150000	44150000	0	-39737500	39737500	43391667	100
-39737500	0	43391667	-39737500	39737500	43391667	200
-39737500	0	43391667	-39737500	-39737500	43391667	200
39737500	0	43391667	39737500	39737500	43391667	200
39737500	0	43391667	0	-39737500	43391667	200
39737500	0	43391667	-39737500	0	43391667	200
0	39737500	43391667	0	-39737500	43391667	200
-39737500	0	43391667	0	39737500	43391667	200
0	39737500	43391667	39737500	0	43391667	200
0	39737500	43391667	39737500	39737500	43391667	200
0	39737500	43391667	-39737500	39737500	43391667	200
0	-39737500	43391667	-39737500	0	43391667	200
39737500	0	43391667	39737500	-39737500	43391667	200
0	-39737500	43391667	-39737500	-39737500	43391667	200
0	-39737500	43391667	39737500	-39737500	43391667	200
39737500	39737500	43391667	36354583	0	76658611	300
-39737500	39737500	43391667	-36354583	0	76658611	300
39737500	-39737500	43391667	36354583	0	76658611	300
-39737500	-39737500	43391667	-36354583	0	76658611	300
-39737500	39737500	43391667	-36354583	36354583	76658611	100
-39737500	39737500	43391667	0	36354583	76658611	300
39737500	39737500	43391667	0	36354583	76658611	300
39737500	39737500	43391667	36354583	36354583	76658611	101
39737500	-39737500	43391667	36354583	-36354583	76658611	100
39737500	-39737500	43391667	0	-36354583	76658611	300
-39737500	-39737500	43391667	0	-36354583	76658611	300
-39737500	-39737500	43391667	-36354583	-36354583	76658611	100
36354583	0	76658611	0	-36354583	76658611	200
36354583	0	76658611	36354583	-36354583	76658611	200
36354583	0	76658611	36354583	36354583	76658611	200
-36354583	0	76658611	-36354583	36354583	76658611	200
36354583	0	76658611	-36354583	0	76658611	200
0	-36354583	76658611	0	36354583	76658611	200
-36354583	0	76658611	-36354583	-36354583	76658611	200
-36354583	0	76658611	0	36354583	76658611	200
0	-36354583	76658611	-36354583	0	76658611	200
0	36354583	76658611	-36354583	36354583	76658611	200
0	36354583	76658611	36354583	36354583	76658611	200
0	36354583	76658611	36354583	0	76658611	200
0	-36354583	76658611	36354583	-36354583	76658611	200
0	-36354583	76658611	-36354583	-36354583	76658611	200
36354583	0	76658611	33633542	33633542	103416806	300
36354583	0	76658611	33633542	-33633542	103416806	300
36354583	-36354583	76658611	33633542	-33633542	103416806	100
-36354583	0	76658611	-33633542	33633542	103416806	300
-36354583	0	76658611	-33633542	-33633542	103416806	300
0	36354583	76658611	-33633542	33633542	103416806	300
36354583	36354583	76658611	33633542	33633542	103416806	101
0	36354583	76658611	33633542	33633542	103416806	300
-36354583	36354583	76658611	-33633542	33633542	103416806	100
0	-36354583	76658611	33633542	-33633542	103416806	300
-36354583	-36354583	76658611	-33633542	-33633542	103416806	100
0	-36354583	76658611	-33633542	-33633542	103416806	300
-33633542	33633542	103416806	-30912500	0	130175000	300
33633542	33633542	103416806	30912500	0	130175000	300
-33633542	-33633542	103416806	-30912500	0	130175000	300
-33633542	33633542	103416806	0	30912500	130175000	300
33633542	33633542	103416806	0	30912500	130175000	300
-33633542	-33633542	103416806	0	-30912500	130175000	300
33633542	-33633542	103416806	30912500	0	130175000	300
33633542	-33633542	103416806	0	-30912500	130175000	300
-33633542	-33633542	103416806	-30912500	-30912500	130175000	100
33633542	-33633542	103416806	30912500	-30912500	130175000	100
33633542	33633542	103416806	30912500	30912500	130175000	101
-33633542	33633542	103416806	-30912500	30912500	130175000	100
-30912500	0	130175000	-30912500	30912500	130175000	200
30912500	0	130175000	0	-30912500	130175000	200
30912500	0	130175000	30912500	30912500	130175000	200
-30912500	0	130175000	-30912500	-30912500	130175000	200
0	-30912500	130175000	0	30912500	130175000	200
30912500	0	130175000	-30912500	0	130175000	200
-30912500	0	130175000	0	30912500	130175000	200
30912500	0	130175000	30912500	-30912500	130175000	200
0	30912500	130175000	30912500	0	130175000	200
