42679167	29433333	14463889	44150000	44150000	0	100
42679167	-29433333	14463889	44150000	-44150000	0	100
42679167	-42679167	14463889	44150000	-44150000	0	100
-42679167	29433333	14463889	-44150000	44150000	0	100
-42679167	-29433333	14463889	-44150000	-44150000	0	100
-29433333	42679167	14463889	-44150000	44150000	0	100
29433333	42679167	14463889	44150000	44150000	0	100
42679167	42679167	14463889	44150000	44150000	0	101
-42679167	42679167	14463889	-44150000	44150000	0	100
29433333	-42679167	14463889	44150000	-44150000	0	100
-29433333	-42679167	14463889	-44150000	-44150000	0	100
-42679167	-42679167	14463889	-44150000	-44150000	0	100
-42679167	-29433333	14463889	-42679167	-42679167	14463889	100
-42679167	29433333	14463889	-29433333	42679167	14463889	100
-29433333	-42679167	14463889	-42679167	-42679167	14463889	100
29433333	42679167	14463889	42679167	29433333	14463889	100
29433333	-42679167	14463889	42679167	-42679167	14463889	100
29433333	42679167	14463889	42679167	42679167	14463889	100
-29433333	42679167	14463889	-42679167	42679167	14463889	100
42679167	29433333	14463889	42679167	42679167	14463889	100
-42679167	29433333	14463889	-42679167	42679167	14463889	100
42679167	-29433333	14463889	29433333	-42679167	14463889	100
-29433333	-42679167	14463889	-42679167	-29433333	14463889	100
42679167	-29433333	14463889	42679167	-42679167	14463889	100
-41208333	14716667	28927778	-42679167	29433333	14463889	100
-41208333	-41208333	28927778	-42679167	-29433333	14463889	100
-41208333	-14716667	28927778	-42679167	-29433333	14463889	100
-14716667	-41208333	28927778	-42679167	-29433333	14463889	100
41208333	-14716667	28927778	29433333	-42679167	14463889	100
-41208333	-14716667	28927778	-29433333	-42679167	14463889	100
-41208333	14716667	28927778	-29433333	42679167	14463889	100
-14716667	41208333	28927778	-42679167	29433333	14463889	100
14716667	-41208333	28927778	42679167	-29433333	14463889	100
14716667	41208333	28927778	42679167	29433333	14463889	100
-41208333	41208333	28927778	-42679167	29433333	14463889	100
-41208333	-41208333	28927778	-29433333	-42679167	14463889	100
-14716667	-41208333	28927778	-29433333	-42679167	14463889	100
-14716667	41208333	28927778	-29433333	42679167	14463889	100
41208333	41208333	28927778	29433333	42679167	14463889	100
14716667	41208333	28927778	29433333	42679167	14463889	100
-41208333	41208333	28927778	-29433333	42679167	14463889	100
41208333	41208333	28927778	42679167	29433333	14463889	100
41208333	14716667	28927778	42679167	29433333	14463889	100
41208333	-14716667	28927778	42679167	-29433333	14463889	100
14716667	-41208333	28927778	29433333	-42679167	14463889	100
41208333	-41208333	28927778	29433333	-42679167	14463889	100
41208333	-41208333	28927778	42679167	-29433333	14463889	100
-41208333	-41208333	28927778	-42679167	-42679167	14463889	100
41208333	-41208333	28927778	42679167	-42679167	14463889	100
41208333	41208333	28927778	42679167	42679167	14463889	101
-41208333	41208333	28927778	-42679167	42679167	14463889	100
29433333	42679167	14463889	41208333	14716667	28927778	100
-41208333	14716667	28927778	-41208333	41208333	28927778	100
14716667	-41208333	28927778	41208333	-14716667	28927778	100
41208333	14716667	28927778	41208333	41208333	28927778	100
-41208333	-14716667	28927778	-41208333	-41208333	28927778	100
-14716667	41208333	28927778	-41208333	14716667	28927778	100
-14716667	41208333	28927778	-41208333	41208333	28927778	100
41208333	14716667	28927778	14716667	41208333	28927778	100
14716667	41208333	28927778	41208333	41208333	28927778	100
-14716667	-41208333	28927778	-41208333	-41208333	28927778	100
-41208333	-14716667	28927778	-14716667	-41208333	28927778	100
41208333	-14716667	28927778	41208333	-41208333	28927778	100
14716667	-41208333	28927778	41208333	-41208333	28927778	100
-21005063	18732437	43391667	-41208333	14716667	28927778	100
18732437	21005063	43391667	14716667	41208333	28927778	100
-18732437	-21005063	43391667	-14716667	-41208333	28927778	100
21005063	-18732437	43391667	41208333	-14716667	28927778	100
-39737500	0	43391667	-41208333	14716667	28927778	100
39737500	0	43391667	41208333	14716667	28927778	100
-39737500	0	43391667	-41208333	-14716667	28927778	100
39737500	0	43391667	41208333	-14716667	28927778	100
0	39737500	43391667	-14716667	41208333	28927778	100
0	39737500	43391667	14716667	41208333	28927778	100
0	-39737500	43391667	-14716667	-41208333	28927778	100
0	-39737500	43391667	14716667	-41208333	28927778	100
-39737500	-39737500	43391667	-41208333	-41208333	28927778	100
39737500	-39737500	43391667	41208333	-41208333	28927778	100
39737500	39737500	43391667	41208333	41208333	28927778	101
-39737500	39737500	43391667	-41208333	41208333	28927778	100
-14716667	41208333	28927778	-21005063	18732437	43391667	100
-41208333	41208333	28927778	-39737500	26491667	43391667	100
14716667	-41208333	28927778	21005063	-18732437	43391667	100
-41208333	14716667	28927778	-39737500	26491667	43391667	100
-41208333	-41208333	28927778	-39737500	-26491667	43391667	100
-41208333	-14716667	28927778	-39737500	-26491667	43391667	100
41208333	14716667	28927778	18732437	21005063	43391667	100
-14716667	-41208333	28927778	-26491667	-39737500	43391667	100
14716667	-41208333	28927778	26491667	-39737500	43391667	100
-41208333	-41208333	28927778	-26491667	-39737500	43391667	100
14716667	41208333	28927778	26491667	39737500	43391667	100
41208333	41208333	28927778	26491667	39737500	43391667	100
-14716667	41208333	28927778	-26491667	39737500	43391667	100
-41208333	41208333	28927778	-26491667	39737500	43391667	100
41208333	14716667	28927778	39737500	26491667	43391667	100
