0,0
1.1991,0.5
4.7966,1
8.1062,1.5
8.1062,2
8.1062,2.5
8.1062,3
8.1062,3.5
8.1062,4
8.1062,4.5
8.1062,5
8.1062,5.5
8.1062,6
8.1062,6.5
8.1062,7
8.1062,7.5
8.1062,8
8.1062,8.5
8.1062,9
8.1062,9.5
8.1062,10
8.1062,10.5
8.1062,11
8.1062,11.5
8.1062,12
8.1062,12.5
8.1062,13
8.1062,13.5
8.1062,14
8.1062,14.5
8.1062,15
8.1062,15.5
8.1062,16
8.1062,16.5
8.1062,17
8.1062,17.5
8.1062,18
8.1062,18.5
8.1062,19
8.1062,19.5
8.1062,20
8.1062,20.5
8.1062,21
8.1062,21.5
8.1062,22
8.1062,22.5
8.1062,23
8.1062,23.5
8.1062,24
8.1062,24.5
8.1062,25
8.1062,25.5
8.1062,26
8.1062,26.5
8.1062,27
8.1062,27.5
8.1062,28
8.1062,28.5
8.1062,29
8.1062,29.5
8.1062,30
8.1062,30.5
8.1062,31
8.1062,31.5
8.1062,32
8.1062,32.5
8.1062,33
8.1062,33.5
8.1062,34
8.1062,34.5
8.1062,35
8.1062,35.5
8.1062,36
8.1062,36.5
8.1062,37
8.1062,37.5
8.1062,38
8.1062,38.5
8.1062,39
8.1062,39.5
8.1062,40
8.1062,40.5
8.1062,41
8.1062,41.5
8.1062,42
8.1062,42.5
8.1062,43
8.1062,43.5
8.1062,44
8.1062,44.5
8.1062,45
8.1062,45.5
8.1062,46
8.1062,46.5
8.1062,47
8.1062,47.5
8.1062,48
8.1062,48.5
8.1062,49
8.1062,49.5
8.1062,50
8.1062,50.5
8.1062,51
8.1062,51.5
8.1062,52
8.1062,52.5
8.1062,53
8.1062,53.5
8.1062,54
8.1062,54.5
8.1062,55
8.1062,55.5
8.1062,56
8.1062,56.5
8.1062,57
8.1062,57.5
8.1062,58
8.1062,58.5
8.1062,59
8.1062,59.5
8.1062,60
8.1062,60.5
8.1062,61
8.1683,61.5
8.2463,62
8.3235,62.5
8.3967,63
8.4701,63.5
8.5144,64
8.5144,64.5
8.5144,65
8.5144,65.5
8.5144,66
8.5144,66.5
8.5144,67
8.5144,67.5
8.5144,68
8.5144,68.5
8.5144,69
8.5144,69.5
8.5144,70
8.5144,70.5
8.5144,71
8.5144,71.5
8.5144,72
8.5144,72.5
8.5144,73
8.5144,73.5
8.5144,74
8.5144,74.5
8.5144,75
8.5144,75.5
8.5144,76
8.5144,76.5
8.5144,77
8.5144,77.5
8.5144,78
8.5144,78.5
8.5144,79
8.5144,79.5
8.5144,80
8.5144,80.5
8.5144,81
8.5144,81.5
8.5144,82
8.5144,82.5
8.5735,83
8.7224,83.5
8.8725,84
9.0308,84.5
9.1952,85
9.3611,85.5
9.3611,86
9.3611,86.5
9.3611,87
9.3611,87.5
9.3611,88
9.3611,88.5
9.3611,89
9.3611,89.5
9.5621,90
9.8165,90.5
10.022,91
10.022,91.5
10.022,92
10.022,92.5
10.022,93
10.022,93.5
10.022,94
10.022,94.5
10.022,95
10.022,95.5
10.022,96
10.022,96.5
10.022,97
10.022,97.5
10.07,98
10.151,98.5
10.232,99
10.318,99.5
10.406,100
10.492,100.5
10.574,101
10.657,101.5
10.707,102
10.707,102.5
10.707,103
10.547,103.5
10.283,104
10.022,104.5
10.022,105
10.022,105.5
10.022,106
10.022,106.5
10.022,107
9.9744,107.5
9.8948,108
9.8155,108.5
9.7315,109
9.6467,109.5
9.5948,110
9.6733,110.5
9.7522,111
9.8313,111.5
9.9107,112
9.9904,112.5
10.022,113
10.022,113.5
10.022,114
10.022,114.5
10.022,115
10.022,115.5
10.022,116
10.022,116.5
10.022,117
10.022,117.5
10.022,118
10.022,118.5
10.022,119
10.038,119.5
10.119,120
10.199,120.5
10.28,121
10.362,121.5
10.443,122
10.529,122.5
10.618,123
10.707,123.5
10.707,124
10.707,124.5
10.707,125
10.707,125.5
10.707,126
10.756,126.5
10.839,127
10.923,127.5
11.006,128
11.09,128.5
11.175,129
11.266,129.5
11.358,130
11.447,130.5
11.533,131
11.619,131.5
11.709,132
11.803,132.5
11.896,133
11.984,133.5
12.071,134
12.161,134.5
12.256,135
12.352,135.5
12.444,136
12.533,136.5
12.623,137
12.713,137.5
12.803,138
12.893,138.5
12.992,139
13.09,139.5
13.186,140
13.278,140.5
13.37,141
13.467,141.5
13.567,142
13.668,142.5
13.762,143
13.855,143.5
13.951,144
14.053,144.5
14.155,145
14.254,145.5
14.349,146
14.445,146.5
14.542,147
14.638,147.5
14.735,148
15.263,148.5
15.799,149
16.166,149.5
16.268,150
16.371,150.5
16.478,151
16.589,151.5
16.7,152
16.803,152.5
16.907,153
17.013,153.5
17.125,154
17.238,154.5
17.664,155
18.308,155.5
18.963,156
19.184,156.5
19.295,157
19.406,157.5
20.011,158
20.625,158.5
21.044,159
21.16,159.5
21.277,160
22.161,160.5
23.595,161
25.073,161.5
25.327,162
25.582,162.5
25.925,163
26.623,163.5
27.331,164
28.907,164.5
31.124,165
33.423,165.5
33.892,166
33.892,166.5
33.892,167
33.892,167.5
33.892,168
33.892,168.5
33.892,169
33.892,169.5
34.754,170
36.215,170.5
37.705,171
37.86,171.5
38.016,172
38.647,172.5
41.229,173
43.895,173.5
45.086,174
45.256,174.5
45.427,175
45.597,175.5
45.768,176
45.939,176.5
49.131,177
52.431,177.5
54.537,178
54.724,178.5
54.911,179
56.942,179.5
60.279,180
63.71,180.5
64.114,181
64.52,181.5
65.682,182
69.944,182.5
74.339,183
76.267,183.5
76.488,184
76.71,184.5
78.537,185
80.794,185.5
83.084,186
83.332,186.5
83.581,187
83.823,187.5
84.055,188
84.287,188.5
85.888,189
88.431,189.5
91.011,190
91.252,190.5
91.494,191
92.076,191.5
94.028,192
96,192.5
97.301,193
97.57,193.5
97.839,194
99.501,194.5
101.53,195
103.58,195.5
103.86,196
104.13,196.5
104.4,197
104.66,197.5
104.92,198
106.37,198.5
108.63,199
110.91,199.5
111.18,200
111.45,200.5
111.71,201
111.98,201.5
112.25,202
112.53,202.5
112.81,203
113.1,203.5
114.46,204
116.09,204.5
117.73,205
118.02,205.5
118.32,206
118.61,206.5
118.88,207
119.16,207.5
119.45,208
119.75,208.5
120.04,209
120.32,209.5
120.6,210
120.99,210.5
121.82,211
122.66,211.5
123.29,212
123.59,212.5
123.89,213
124.18,213.5
124.46,214
124.74,214.5
125.05,215
125.35,215.5
125.65,216
125.93,216.5
126.22,217
127.25,217.5
128.79,218
130.34,218.5
130.92,219
131.5,219.5
132.55,220
135.48,220.5
138.44,221
140.36,221.5
140.68,222
141,222.5
143,223
145.43,223.5
147.88,224
148.21,224.5
148.54,225
148.86,225.5
149.17,226
149.48,226.5
150.61,227
152.28,227.5
153.97,228
154.28,228.5
154.59,229
155.22,229.5
157.12,230
159.03,230.5
160.32,231
160.66,231.5
161.01,232
163.66,232.5
166.91,233
170.19,233.5
170.55,234
170.9,234.5
171.25,235
171.58,235.5
171.91,236
173.98,236.5
177.23,237
180.51,237.5
181.87,238
183.24,238.5
184.61,239
185.98,239.5
187.37,240
188.35,240.5
188.72,241
189.1,241.5
188.62,242
187.92,242.5
187.23,243
188.72,243.5
190.22,244
191.41,244.5
192.11,245
192.81,245.5
193.51,246
194.22,246.5
194.92,247
195.37,247.5
195.75,248
196.19,248.5
196.9,249
197.61,249.5
198.04,250
198.04,250.5
198.04,251
198.04,251.5
198.04,252
198.04,252.5
198.04,253
198.04,253.5
198.04,254
198.04,254.5
198.04,255
198.04,255.5
198.04,256
198.04,256.5
198.04,257
198.04,257.5
198.04,258
198.04,258.5
198.04,259
198.04,259.5
198.04,260
198.04,260.5
198.04,261
198.04,261.5
198.04,262
198.04,262.5
198.04,263
198.04,263.5
198.04,264
